Hash,Division,Collection,ProductNameDescription,ProductNameDescriptionSecondary,ProductCategory,ProductDepartment,LaunchSeason,SeasonsCarried,ProductType,ProductSubtype,YouthWomen,Colorway,CarryOver,Essential,SKUCode,ColorwaySKU0,ColorwaySKU1,ColorwaySKU2,ColorwaySKU3,ColorwaySKU4,ColorwaySKU5,ColorwaySKU6,Size0,Size1,Size2,Size3,Size4,Size5,Size6,USRetailMSRP,EURetailMSRP,CountryCode,Composition,ProductDescription,ProductFeatures,imageURL,thumbURL
59052-00001,"Bike, Snowmobile",N/A,ARMEGA,Replacement,Goggle Accessories,Hard Goods,SP22,"FA22,SP22",Replacement Lenses,Dual Pane Vented,,Clear,TRUE,TRUE,59052-00001,59052-00001,,,,,,,,,,,,,,35,37,CN,100% Polycarbonate (PC),"ARMEGA is the pinnacle of vision technology.  Our signature 100% Ultra HD lenses are the result of decades of passion, design, craftsmanship and research. As the lens of choice for the worlds best racers, Ultra HD integrates with a shatterproof and impact resistant polycarbonate material molded specifically for zero optical distortion. The result is a lens that’s engineered to maximize protection while maintaining the clearest, most accurate vision on the track.  Only available on the 100% ARMEGA goggle.","- Category defining ULTRA HD lens provides unmatched optical clarity
- Quick-release system offers simple lens changing capability
- 6-point locking tabs integrate with quick-change system maximizing lens retention
- Injection-molded 2mm impact-rated, shatter-resistant lens",https://fs.amplifi.io//file?id=68fa0413-814b-49dd-bb25-8d741d946fc5,https://fs.amplifi.io//file?id=68fa0413-814b-49dd-bb25-8d741d946fc5&variant=thumb&extension=png
59052-00002,"Bike, Snowmobile",N/A,ARMEGA,Replacement,Goggle Accessories,Hard Goods,SP22,"FA22,SP22",Replacement Lenses,Dual Pane Vented,,Smoke,TRUE,TRUE,59052-00002,59052-00002,,,,,,,,,,,,,,35,37,CN,100% Polycarbonate (PC),"ARMEGA is the pinnacle of vision technology.  Our signature 100% Ultra HD lenses are the result of decades of passion, design, craftsmanship and research. As the lens of choice for the worlds best racers, Ultra HD integrates with a shatterproof and impact resistant polycarbonate material molded specifically for zero optical distortion. The result is a lens that’s engineered to maximize protection while maintaining the clearest, most accurate vision on the track.  Only available on the 100% ARMEGA goggle.","- Category defining ULTRA HD lens provides unmatched optical clarity
- Quick-release system offers simple lens changing capability
- 6-point locking tabs integrate with quick-change system maximizing lens retention
- Injection-molded 2mm impact-rated, shatter-resistant lens",https://fs.amplifi.io//file?id=0ccbd29f-f741-46c0-9009-d8ad37689a63,https://fs.amplifi.io//file?id=0ccbd29f-f741-46c0-9009-d8ad37689a63&variant=thumb&extension=png
59052-00003,"Bike, Snowmobile",N/A,ARMEGA,Replacement,Goggle Accessories,Hard Goods,SP22,"FA22,SP22",Replacement Lenses,Dual Pane Vented,,Yellow,TRUE,TRUE,59052-00003,59052-00003,,,,,,,,,,,,,,35,37,CN,100% Polycarbonate (PC),"ARMEGA is the pinnacle of vision technology.  Our signature 100% Ultra HD lenses are the result of decades of passion, design, craftsmanship and research. As the lens of choice for the worlds best racers, Ultra HD integrates with a shatterproof and impact resistant polycarbonate material molded specifically for zero optical distortion. The result is a lens that’s engineered to maximize protection while maintaining the clearest, most accurate vision on the track.  Only available on the 100% ARMEGA goggle.","- Category defining ULTRA HD lens provides unmatched optical clarity
- Quick-release system offers simple lens changing capability
- 6-point locking tabs integrate with quick-change system maximizing lens retention
- Injection-molded 2mm impact-rated, shatter-resistant lens",,
59053-00001,"Bike, Snowmobile",N/A,ARMEGA,Replacement,Goggle Accessories,Hard Goods,SP22,"FA22,SP22",Replacement Lenses,Dual Pane Vented,,Mirror Blue,TRUE,TRUE,59053-00001,59053-00001,,,,,,,,,,,,,,45,47,CN,100% Polycarbonate (PC),"ARMEGA is the pinnacle of vision technology.  Our signature 100% Ultra HD lenses are the result of decades of passion, design, craftsmanship and research. As the lens of choice for the worlds best racers, Ultra HD integrates with a shatterproof and impact resistant polycarbonate material molded specifically for zero optical distortion. The result is a lens that’s engineered to maximize protection while maintaining the clearest, most accurate vision on the track.  Only available on the 100% ARMEGA goggle.","- Category defining ULTRA HD lens provides unmatched optical clarity
- Quick-release system offers simple lens changing capability
- 6-point locking tabs integrate with quick-change system maximizing lens retention
- Injection-molded 2mm impact-rated, shatter-resistant lens",,
59053-00002,"Bike, Snowmobile",N/A,ARMEGA,Replacement,Goggle Accessories,Hard Goods,SP22,"FA22,SP22",Replacement Lenses,Dual Pane Vented,,Mirror Gold,TRUE,TRUE,59053-00002,59053-00002,,,,,,,,,,,,,,45,47,CN,100% Polycarbonate (PC),"ARMEGA is the pinnacle of vision technology.  Our signature 100% Ultra HD lenses are the result of decades of passion, design, craftsmanship and research. As the lens of choice for the worlds best racers, Ultra HD integrates with a shatterproof and impact resistant polycarbonate material molded specifically for zero optical distortion. The result is a lens that’s engineered to maximize protection while maintaining the clearest, most accurate vision on the track.  Only available on the 100% ARMEGA goggle.","- Category defining ULTRA HD lens provides unmatched optical clarity
- Quick-release system offers simple lens changing capability
- 6-point locking tabs integrate with quick-change system maximizing lens retention
- Injection-molded 2mm impact-rated, shatter-resistant lens",,
59053-00003,"Bike, Snowmobile",N/A,ARMEGA,Replacement,Goggle Accessories,Hard Goods,SP22,"FA22,SP22",Replacement Lenses,Dual Pane Vented,,Mirror Red,TRUE,TRUE,59053-00003,59053-00003,,,,,,,,,,,,,,45,47,CN,100% Polycarbonate (PC),"ARMEGA is the pinnacle of vision technology.  Our signature 100% Ultra HD lenses are the result of decades of passion, design, craftsmanship and research. As the lens of choice for the worlds best racers, Ultra HD integrates with a shatterproof and impact resistant polycarbonate material molded specifically for zero optical distortion. The result is a lens that’s engineered to maximize protection while maintaining the clearest, most accurate vision on the track.  Only available on the 100% ARMEGA goggle.","- Category defining ULTRA HD lens provides unmatched optical clarity
- Quick-release system offers simple lens changing capability
- 6-point locking tabs integrate with quick-change system maximizing lens retention
- Injection-molded 2mm impact-rated, shatter-resistant lens",,
59053-00004,"Bike, Snowmobile",N/A,ARMEGA,Replacement,Goggle Accessories,Hard Goods,SP22,"FA22,SP22",Replacement Lenses,Dual Pane Vented,,Mirror Silver Flash,TRUE,TRUE,59053-00004,59053-00004,,,,,,,,,,,,,,45,47,CN,100% Polycarbonate (PC),"ARMEGA is the pinnacle of vision technology.  Our signature 100% Ultra HD lenses are the result of decades of passion, design, craftsmanship and research. As the lens of choice for the worlds best racers, Ultra HD integrates with a shatterproof and impact resistant polycarbonate material molded specifically for zero optical distortion. The result is a lens that’s engineered to maximize protection while maintaining the clearest, most accurate vision on the track.  Only available on the 100% ARMEGA goggle.","- Category defining ULTRA HD lens provides unmatched optical clarity
- Quick-release system offers simple lens changing capability
- 6-point locking tabs integrate with quick-change system maximizing lens retention
- Injection-molded 2mm impact-rated, shatter-resistant lens",,
59055-00001,"Bike, Moto",N/A,ARMEGA,Replacement,Goggle Accessories,Hard Goods,SP22,"FA22,SP22",Replacement Lenses,HiPER,,Mirror Blue,TRUE,TRUE,59055-00001,59055-00001,,,,,,,,,,,,,,55,57,CN,100% Polycarbonate (PC),"ARMEGA is the pinnacle of vision technology.  Our signature 100% Ultra HD lenses are the result of decades of passion, design, craftsmanship and research. As the lens of choice for the worlds best racers, Ultra HD integrates with a shatterproof and impact resistant polycarbonate material molded specifically for zero optical distortion. The result is a lens that’s engineered to maximize protection while maintaining the clearest, most accurate vision on the track.  Only available on the 100% ARMEGA goggle.","- Category defining ULTRA HD lens provides unmatched optical clarity
- Quick-release system offers simple lens changing capability
- 6-point locking tabs integrate with quick-change system maximizing lens retention
- Injection-molded 2mm impact-rated, shatter-resistant lens",https://fs.amplifi.io//file?id=b593ce15-4198-475a-b7ff-c9ffbffa011e,https://fs.amplifi.io//file?id=b593ce15-4198-475a-b7ff-c9ffbffa011e&variant=thumb&extension=png
59055-00002,"Bike, Moto",N/A,ARMEGA,Replacement,Goggle Accessories,Hard Goods,SP22,"FA22,SP22",Replacement Lenses,HiPER,,Mirror Red,TRUE,TRUE,59055-00002,59055-00002,,,,,,,,,,,,,,55,57,CN,100% Polycarbonate (PC),"ARMEGA is the pinnacle of vision technology.  Our signature 100% Ultra HD lenses are the result of decades of passion, design, craftsmanship and research. As the lens of choice for the worlds best racers, Ultra HD integrates with a shatterproof and impact resistant polycarbonate material molded specifically for zero optical distortion. The result is a lens that’s engineered to maximize protection while maintaining the clearest, most accurate vision on the track.  Only available on the 100% ARMEGA goggle.","- Category defining ULTRA HD lens provides unmatched optical clarity
- Quick-release system offers simple lens changing capability
- 6-point locking tabs integrate with quick-change system maximizing lens retention
- Injection-molded 2mm impact-rated, shatter-resistant lens",https://fs.amplifi.io//file?id=54a1dac5-bd08-4f06-b724-95de4ca23033,https://fs.amplifi.io//file?id=54a1dac5-bd08-4f06-b724-95de4ca23033&variant=thumb&extension=png
59055-00003,"Bike, Moto",N/A,ARMEGA,Replacement,Goggle Accessories,Hard Goods,SP22,"FA22,SP22",Replacement Lenses,HiPER,,Mirror Silver,TRUE,TRUE,59055-00003,59055-00003,,,,,,,,,,,,,,55,57,CN,100% Polycarbonate (PC),"ARMEGA is the pinnacle of vision technology.  Our signature 100% Ultra HD lenses are the result of decades of passion, design, craftsmanship and research. As the lens of choice for the worlds best racers, Ultra HD integrates with a shatterproof and impact resistant polycarbonate material molded specifically for zero optical distortion. The result is a lens that’s engineered to maximize protection while maintaining the clearest, most accurate vision on the track.  Only available on the 100% ARMEGA goggle.","- Category defining ULTRA HD lens provides unmatched optical clarity
- Quick-release system offers simple lens changing capability
- 6-point locking tabs integrate with quick-change system maximizing lens retention
- Injection-molded 2mm impact-rated, shatter-resistant lens",https://fs.amplifi.io//file?id=096932ed-fb88-4437-bbec-ff1ed4ae938d,https://fs.amplifi.io//file?id=096932ed-fb88-4437-bbec-ff1ed4ae938d&variant=thumb&extension=png
59056-00001,"Bike, Moto",N/A,ARMEGA,Standard Tear-Offs,Goggle Accessories,Hard Goods,SP22,"FA22,SP22",Tear-Offs,Standard,,20 PK,TRUE,TRUE,59056-00001,59056-00001,,,,,,,,,,,,,,15,18,CN,100% Polyethylene Terephthalate (PET),20 Pack of Tear-offs for the Armega Goggle,20 Pack,https://fs.amplifi.io//file?id=847107ef-9b5f-4751-8dc9-2568c0b6c295,https://fs.amplifi.io//file?id=847107ef-9b5f-4751-8dc9-2568c0b6c295&variant=thumb&extension=png
59057-00001,"Bike, Moto",N/A,ARMEGA,Standard Tear-Offs,Goggle Accessories,Hard Goods,SP22,"FA22,SP22",Tear-Offs,Standard,,50 PK,TRUE,TRUE,59057-00001,59057-00001,,,,,,,,,,,,,,30,33,CN,100% Polyethylene Terephthalate (PET),50 Pack of Tear-offs for the Armega Goggle,50 Pack,https://fs.amplifi.io//file?id=2a32a1e8-26b2-4975-a4ef-8afcdc6fb41d,https://fs.amplifi.io//file?id=2a32a1e8-26b2-4975-a4ef-8afcdc6fb41d&variant=thumb&extension=png
59058-00001,"Bike, Moto",N/A,ARMEGA,Laminated Tear-Offs,Goggle Accessories,Hard Goods,SP22,"FA22, SP22, SP23",Tear-Offs,Laminated,,2 x 7 PK,TRUE,TRUE,59058-00001,59058-00001,,,,,,,,,,,,,,15,18,US,100% Polyethylene Terephthalate (PET),Laminated Tear-offs for the Armega Goggle,2x7 Pack,https://fs.amplifi.io//file?id=0886957b-8cdc-403f-8109-bf0cfed01f2f,https://fs.amplifi.io//file?id=0886957b-8cdc-403f-8109-bf0cfed01f2f&variant=thumb&extension=png
59059-00001,"Bike, Moto",N/A,ARMEGA,Perimeter Laminated Tear-Offs,Goggle Accessories,Hard Goods,SP22,"FA22, SP22, SP23",Tear-Offs,Perimeter Seal,,2 x 7 PK,TRUE,TRUE,59059-00001,59059-00001,,,,,,,,,,,,,,30,33,US,100% Polyethylene Terephthalate (PET),Perimeter Laminated Tear-offs for the Armega Goggle,2x7 Pack,https://fs.amplifi.io//file?id=76d98e37-730a-4434-9311-c4731993ed8a,https://fs.amplifi.io//file?id=76d98e37-730a-4434-9311-c4731993ed8a&variant=thumb&extension=png
59060-00001,"Bike, Moto",N/A,ARMEGA,Nose Guard,Goggle Accessories,Hard Goods,SP22,"FA22,SP22",Accessories,Spare Parts,,Black,TRUE,TRUE,59060-00001,59060-00001,,,,,,,,,,,,,,10,11,CN,100% Polycarbonate (PC),Replacement Nose Guard for Armega Goggles,1 Piece,https://fs.amplifi.io//file?id=d9000805-a21b-454f-a2cb-58fe83f38477,https://fs.amplifi.io//file?id=d9000805-a21b-454f-a2cb-58fe83f38477&variant=thumb&extension=png
59060-00002,"Bike, Moto",N/A,ARMEGA,Nose Guard,Goggle Accessories,Hard Goods,SP22,"FA22,SP22",Accessories,Spare Parts,,White,TRUE,TRUE,59060-00002,59060-00002,,,,,,,,,,,,,,10,11,CN,100% Polycarbonate (PC),Replacement Nose Guard for Armega Goggles,1 Piece,https://fs.amplifi.io//file?id=f28c0864-0431-4cd9-8151-c654615d0a81,https://fs.amplifi.io//file?id=f28c0864-0431-4cd9-8151-c654615d0a81&variant=thumb&extension=png
59061-00001,Snowmobile,N/A,ARMEGA SNOWMOBILE,Nose Guard,Goggle Accessories,Hard Goods,SP22,"FA22,SP22",Accessories,Spare Parts,,Black,TRUE,TRUE,59061-00001,59061-00001,,,,,,,,,,,,,,10,11,CN,100% Polycarbonate (PC),Replacement Snowmobile Nose Guard for Armega Goggle,1 Piece,,
59063-00001,"Bike, Moto",N/A,ARMEGA FORECAST,Replacement,Goggle Accessories,Hard Goods,SP22,"FA22,SP22",Replacement Lenses,Clear,,Clear,TRUE,TRUE,59063-00001,59063-00001,,,,,,,,,,,,,,28,30,CN,100% Polycarbonate (PC),Replacement parts for the Armega Forecast System,1 Piece,https://fs.amplifi.io//file?id=b5853d2c-5e52-40b4-8c5a-3ef8e832123d,https://fs.amplifi.io//file?id=b5853d2c-5e52-40b4-8c5a-3ef8e832123d&variant=thumb&extension=png
59063-00002,"Bike, Moto",N/A,ARMEGA FORECAST,Replacement,Goggle Accessories,Hard Goods,SP22,"FA22,SP22",Replacement Lenses,Clear,,Smoke,TRUE,TRUE,59063-00002,59063-00002,,,,,,,,,,,,,,28,30,CN,100% Polycarbonate (PC),Replacement parts for the Armega Forecast System,1 Piece,https://fs.amplifi.io//file?id=ef7144e0-415a-4313-a376-b7b7233e3e10,https://fs.amplifi.io//file?id=ef7144e0-415a-4313-a376-b7b7233e3e10&variant=thumb&extension=png
59064-00001,"Bike, Moto",N/A,ARMEGA FORECAST,Replacement,Goggle Accessories,Hard Goods,SP22,"FA22,SP22",Replacement Lenses,Dual Pane,,Clear,TRUE,TRUE,59064-00001,59064-00001,,,,,,,,,,,,,,34,36,CN,100% Polycarbonate (PC),Replacement parts for the Armega Forecast System,1 Piece,https://fs.amplifi.io//file?id=3408cb52-49df-4121-a133-340ca430926b,https://fs.amplifi.io//file?id=3408cb52-49df-4121-a133-340ca430926b&variant=thumb&extension=png
59064-00002,"Bike, Moto",N/A,ARMEGA FORECAST,Replacement,Goggle Accessories,Hard Goods,SP22,"FA22,SP22",Replacement Lenses,Dual Pane,,Smoke,TRUE,TRUE,59064-00002,59064-00002,,,,,,,,,,,,,,34,36,CN,100% Polycarbonate (PC),Replacement parts for the Armega Forecast System,1 Piece,https://fs.amplifi.io//file?id=80dbc251-b1d3-486d-b514-7eb201187836,https://fs.amplifi.io//file?id=80dbc251-b1d3-486d-b514-7eb201187836&variant=thumb&extension=png
59065-00001,"Bike, Moto",N/A,ARMEGA FORECAST,Standard Tear-Offs,Goggle Accessories,Hard Goods,SP22,"FA22,SP22",Tear-Offs,Standard,,20 PK,TRUE,TRUE,59065-00001,59065-00001,,,,,,,,,,,,,,15,18,CN,100% Polyethylene Terephthalate (PET),20 Pack of Tear-offs for the Armega Forecast System,20 Pack,https://fs.amplifi.io//file?id=ec9c2e20-bdb5-4d4f-909d-23a1db7bb5a9,https://fs.amplifi.io//file?id=ec9c2e20-bdb5-4d4f-909d-23a1db7bb5a9&variant=thumb&extension=png
59066-00001,"Bike, Moto",N/A,ARMEGA FORECAST,Standard Tear-Offs,Goggle Accessories,Hard Goods,SP22,"FA22,SP22",Tear-Offs,Standard,,50 PK,TRUE,TRUE,59066-00001,59066-00001,,,,,,,,,,,,,,30,33,CN,100% Polyethylene Terephthalate (PET),50 Pack of Tear-offs for the Armega Forecast System,50 Pack,https://fs.amplifi.io//file?id=5a4d6e2d-3dee-4bf1-b75e-44562d6e8a0b,https://fs.amplifi.io//file?id=5a4d6e2d-3dee-4bf1-b75e-44562d6e8a0b&variant=thumb&extension=png
59067-00001,"Bike, Moto",N/A,ARMEGA FORECAST,Laminated Tear-Offs,Goggle Accessories,Hard Goods,SP22,"FA22, SP22, SP23",Tear-Offs,Laminated,,2 x 7 PK,TRUE,TRUE,59067-00001,59067-00001,,,,,,,,,,,,,,15,18,US,100% Polyethylene Terephthalate (PET),Laminated Tear-offs for the Armega Forecast System,2x7 Pack,https://fs.amplifi.io//file?id=01b62586-92ae-4073-a919-4826f09fbd9a,https://fs.amplifi.io//file?id=01b62586-92ae-4073-a919-4826f09fbd9a&variant=thumb&extension=png
59068-00001,"Bike, Moto",N/A,ARMEGA FORECAST,Perimeter Laminated Tear-Offs,Goggle Accessories,Hard Goods,SP22,"FA22,SP22",Tear-Offs,Perimeter Seal,,2 x 7 PK,TRUE,TRUE,59068-00001,59068-00001,,,,,,,,,,,,,,30,33,US,100% Polyethylene Terephthalate (PET),Perimeter Laminated Tear-offs for the Armega Forecast System,2x7 Pack,https://fs.amplifi.io//file?id=76084407-e072-4771-94bd-1e9ad9edfca8,https://fs.amplifi.io//file?id=76084407-e072-4771-94bd-1e9ad9edfca8&variant=thumb&extension=png
59069-00001,"Bike, Moto",N/A,ARMEGA FORECAST,Film System,Goggle Accessories,Hard Goods,SP22,"FA22,SP22",Accessories,Spare Parts,,Clear,TRUE,TRUE,59069-00001,59069-00001,,,,,,,,,,,,,,70,74,CN,100% Polycarbonate (PC),A complete system comprised of working parts that function seamlessly together resulting in the smoothest operating film system available today.,1 Piece,https://fs.amplifi.io//file?id=8267d562-c48a-4e6c-9524-fc714478a294,https://fs.amplifi.io//file?id=8267d562-c48a-4e6c-9524-fc714478a294&variant=thumb&extension=png
59070-00001,"Bike, Moto",N/A,ARMEGA FORECAST,Replacement 50mm Film Kit,Goggle Accessories,Hard Goods,SP22,"FA22,SP22",Accessories,Spare Parts,,6 PK,TRUE,TRUE,59070-00001,59070-00001,,,,,,,,,,,,,,15,19,CN,"85% Polyethylene Terephthalate (PET)
15% Polycarbonate (PC)",Replacement parts for the Armega Forecast System,6 Pack,https://fs.amplifi.io//file?id=2e781ff2-ac92-4e0e-8fd2-24f7a9ffcfdc,https://fs.amplifi.io//file?id=2e781ff2-ac92-4e0e-8fd2-24f7a9ffcfdc&variant=thumb&extension=png
59071-00001,"Bike, Moto",N/A,ARMEGA FORECAST,Replacement Canister Cover Kit,Goggle Accessories,Hard Goods,SP22,"FA22,SP22",Accessories,Spare Parts,,Fluo Yellow/Black,TRUE,TRUE,59071-00001,59071-00001,,,,,,,,,,,,,,10,14,CN,100% Polycarbonate (PC),A complete system comprised of working parts that function seamlessly together resulting in the smoothest operating film system available today.,1 Pair,https://fs.amplifi.io//file?id=8e6169de-7f1a-4dc4-a87c-8ecb38388bdf,https://fs.amplifi.io//file?id=8e6169de-7f1a-4dc4-a87c-8ecb38388bdf&variant=thumb&extension=png
59072-00001,"Bike, Moto",N/A,ARMEGA FORECAST,Replacement Mud Flap Kit,Goggle Accessories,Hard Goods,SP22,"FA22,SP22",Accessories,Spare Parts,,3 PK,TRUE,TRUE,59072-00001,59072-00001,,,,,,,,,,,,,,12,16,CN,100% Polycarbonate (PC),Replacement parts for the Armega Forecast System,3 Pack,https://fs.amplifi.io//file?id=d4d3841c-c8ff-481d-bbee-76ac604f8051,https://fs.amplifi.io//file?id=d4d3841c-c8ff-481d-bbee-76ac604f8051&variant=thumb&extension=png
59073-00001,"Bike, Moto",N/A,ARMEGA FORECAST,Engine Kit,Goggle Accessories,Hard Goods,SP22,"FA22,SP22",Accessories,Spare Parts,,Fluo Yellow/Black,TRUE,TRUE,59073-00001,59073-00001,,,,,,,,,,,,,,15,19,CN,100% Polycarbonate (PC),A complete system comprised of working parts that function seamlessly together resulting in the smoothest operating film system available today.,1 Piece,https://fs.amplifi.io//file?id=8eaa75c9-86f3-4005-b852-c7bf2888f9bb,https://fs.amplifi.io//file?id=8eaa75c9-86f3-4005-b852-c7bf2888f9bb&variant=thumb&extension=png
59074-00001,"Bike, Moto",N/A,ARMEGA FORECAST,Shield,Goggle Accessories,Hard Goods,SP22,"FA22,SP22",Accessories,Spare Parts,,Clear,TRUE,TRUE,59074-00001,59074-00001,,,,,,,,,,,,,,9,13,CN,100% Polycarbonate (PC),"The revolutionary ARMEGA Forecast is a complete mud system comprised of precision engineering that operates seamlessly in the worst conditions. Smoother pulls, wider film, and multiple advanced systems contribute to achieving your goal by providing the maximum amount of vision.    Add the revolutionary Forecast Shield for an additional layer of protection. The Forecast Shield attaches to the goggle frame over the film system to improve film retention against the lens. This improves resistance to water seepage behind the film and prevents heavier, stickier mud from peeling the film away. Add a stack of tear-offs to the integrated pins on the shield for an extra layer of confidence when the starting gate drops.    Maximize your goggle arsenal by utilizing the advanced ARMEGA rapid-lens changing system and effortlessly swap your UltraHD lenses for a Forecast System in a matter of seconds.",1 Piece,https://fs.amplifi.io//file?id=e803fccd-1a0c-46b6-aa3b-66a10fa3688c,https://fs.amplifi.io//file?id=e803fccd-1a0c-46b6-aa3b-66a10fa3688c&variant=thumb&extension=png
59077-00001,"Bike, Moto",N/A,RC2/AC2/ST2,Replacement,Goggle Accessories,Hard Goods,SP22,"FA22,SP22",Replacement Lenses,Clear,,Clear,TRUE,TRUE,59077-00001,59077-00001,,,,,,,,,,,,,,10,12,CN,100% Polycarbonate (PC),"The premier collection of Generation 2 goggles from 100% feature an enhanced field of view and a more comfortable fit.  The Gen 2 Goggle replacement lens for the Racecraft 2, Accuri 2 and Strata 2","- Replacement lenses for 100% Goggles
- These are a single layer lens with anti-fog coating
- Will fit all 100% models Racecraft, Accuri, and Strata
- Safeguards against UVA and UVB spectrums up to 400nm",https://fs.amplifi.io//file?id=bef706b7-b0eb-4b11-ad2a-96504c9aa835,https://fs.amplifi.io//file?id=bef706b7-b0eb-4b11-ad2a-96504c9aa835&variant=thumb&extension=png
59077-00002,"Bike, Moto",N/A,RC2/AC2/ST2,Replacement,Goggle Accessories,Hard Goods,SP22,"FA22,SP22",Replacement Lenses,Clear,,Blue,TRUE,TRUE,59077-00002,59077-00002,,,,,,,,,,,,,,10,12,CN,100% Polycarbonate (PC),"The premier collection of Generation 2 goggles from 100% feature an enhanced field of view and a more comfortable fit.  The Gen 2 Goggle replacement lens for the Racecraft 2, Accuri 2 and Strata 2","- Replacement lenses for 100% Goggles
- These are a single layer lens with anti-fog coating
- Will fit all 100% models Racecraft, Accuri, and Strata
- Safeguards against UVA and UVB spectrums up to 400nm",https://fs.amplifi.io//file?id=40c3f260-4eae-400f-9f3f-9fde99b42c1c,https://fs.amplifi.io//file?id=40c3f260-4eae-400f-9f3f-9fde99b42c1c&variant=thumb&extension=png
59077-00003,"Bike, Moto",N/A,RC2/AC2/ST2,Replacement,Goggle Accessories,Hard Goods,SP22,"FA22,SP22",Replacement Lenses,Clear,,Yellow,TRUE,TRUE,59077-00003,59077-00003,,,,,,,,,,,,,,10,12,CN,100% Polycarbonate (PC),"The premier collection of Generation 2 goggles from 100% feature an enhanced field of view and a more comfortable fit.  The Gen 2 Goggle replacement lens for the Racecraft 2, Accuri 2 and Strata 2","- Replacement lenses for 100% Goggles
- These are a single layer lens with anti-fog coating
- Will fit all 100% models Racecraft, Accuri, and Strata
- Safeguards against UVA and UVB spectrums up to 400nm",https://fs.amplifi.io//file?id=3794978d-b9bb-4aa1-8323-cad47386aaa9,https://fs.amplifi.io//file?id=3794978d-b9bb-4aa1-8323-cad47386aaa9&variant=thumb&extension=png
59077-00004,"Bike, Moto",N/A,RC2/AC2/ST2,Replacement,Goggle Accessories,Hard Goods,SP22,"FA22,SP22",Replacement Lenses,Clear,,Smoke,TRUE,TRUE,59077-00004,59077-00004,,,,,,,,,,,,,,10,12,CN,100% Polycarbonate (PC),"The premier collection of Generation 2 goggles from 100% feature an enhanced field of view and a more comfortable fit.  The Gen 2 Goggle replacement lens for the Racecraft 2, Accuri 2 and Strata 2","- Replacement lenses for 100% Goggles
- These are a single layer lens with anti-fog coating
- Will fit all 100% models Racecraft, Accuri, and Strata
- Safeguards against UVA and UVB spectrums up to 400nm",https://fs.amplifi.io//file?id=8cee4b24-a76f-4b97-a55b-28f25f550238,https://fs.amplifi.io//file?id=8cee4b24-a76f-4b97-a55b-28f25f550238&variant=thumb&extension=png
59077-00005,"Bike, Moto",N/A,RC2/AC2/ST2,Replacement,Goggle Accessories,Hard Goods,SP22,"FA22,SP22",Replacement Lenses,Clear,,Dark Smoke,TRUE,TRUE,59077-00005,59077-00005,,,,,,,,,,,,,,10,12,CN,100% Polycarbonate (PC),"The premier collection of Generation 2 goggles from 100% feature an enhanced field of view and a more comfortable fit.  The Gen 2 Goggle replacement lens for the Racecraft 2, Accuri 2 and Strata 2","- Replacement lenses for 100% Goggles
- These are a single layer lens with anti-fog coating
- Will fit all 100% models Racecraft, Accuri, and Strata
- Safeguards against UVA and UVB spectrums up to 400nm",https://fs.amplifi.io//file?id=fde0939b-c793-451d-9eb9-c9232293b176,https://fs.amplifi.io//file?id=fde0939b-c793-451d-9eb9-c9232293b176&variant=thumb&extension=png
59077-00006,"Bike, Moto",N/A,RC2/AC2/ST2,Replacement,Goggle Accessories,Hard Goods,SP22,"FA22,SP22",Replacement Lenses,Clear,,Persimmon,TRUE,TRUE,59077-00006,59077-00006,,,,,,,,,,,,,,10,12,CN,100% Polycarbonate (PC),"The premier collection of Generation 2 goggles from 100% feature an enhanced field of view and a more comfortable fit.  The Gen 2 Goggle replacement lens for the Racecraft 2, Accuri 2 and Strata 2","- Replacement lenses for 100% Goggles
- These are a single layer lens with anti-fog coating
- Will fit all 100% models Racecraft, Accuri, and Strata
- Safeguards against UVA and UVB spectrums up to 400nm",https://fs.amplifi.io//file?id=3bda119f-5309-48a1-9a3e-1c0e86068a08,https://fs.amplifi.io//file?id=3bda119f-5309-48a1-9a3e-1c0e86068a08&variant=thumb&extension=png
59077-00007,"Bike, Moto",N/A,RC2/AC2/ST2,Replacement,Goggle Accessories,Hard Goods,SP22,"FA22,SP22",Replacement Lenses,Clear,,Orange,TRUE,TRUE,59077-00007,59077-00007,,,,,,,,,,,,,,10,12,CN,100% Polycarbonate (PC),"The premier collection of Generation 2 goggles from 100% feature an enhanced field of view and a more comfortable fit.  The Gen 2 Goggle replacement lens for the Racecraft 2, Accuri 2 and Strata 2","- Replacement lenses for 100% Goggles
- These are a single layer lens with anti-fog coating
- Will fit all 100% models Racecraft, Accuri, and Strata
- Safeguards against UVA and UVB spectrums up to 400nm",https://fs.amplifi.io//file?id=b713ba94-2f2f-402a-972c-c1daf5f430c6,https://fs.amplifi.io//file?id=b713ba94-2f2f-402a-972c-c1daf5f430c6&variant=thumb&extension=png
